entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Michael Liner,Neutral,65,48182,18206,48,1004,1406234,1406234,[TikTok](https://tiktok.com/@backwardshatbarrister)
Anthony Kort,Right-Leaning,-63,48173,-58453,17,2834,396995,396995,[TikTok](https://www.tiktok.com/@anthonykort)
AB Burns-Tucker,Left-Leaning,1,47193,-9342,21,2247,201953,201953,[TikTok](https://www.tiktok.com/@iamlegallyhype)
Democracy Now!,Left-Leaning,-159,47081,-175348,54,872,358694,358694,[TikTok](https://www.tiktok.com/@democracynow.org)
Sanders Jennings,Left-Leaning,-176,46621,-197302,8,5828,293377,293377,[TikTok](https://www.tiktok.com/@sander_jennings)
ClerPatriot,Right-Leaning,-68,46458,-62033,3,15486,369943,369943,[TikTok](https://www.tiktok.com/@clerpatriot)
The Daily Drag,Left-Leaning,176,46320,37852,29,1597,323132,323132,[TikTok](https://www.tiktok.com/@thedailydrag)
Heather Gardner,Left-Leaning,70,44626,17724,25,1785,291797,291797,[TikTok](https://tiktok.com/@heathergtv)
Saikat Chakrabarti,Left-Leaning,-209,44444,-270939,42,1058,385796,385796,[TikTok](https://www.tiktok.com/@saikatforcongress)
Grandson,Left-Leaning,-26,44363,-25392,21,2113,251131,251131,[TikTok](https://www.tiktok.com/@grandson)
Nancy Mace,Right-Leaning,-136,44037,-133936,33,1334,656670,656670,[TikTok](https://www.tiktok.com/@basedmace)
Anna Connelly,Left-Leaning,-187,43842,-204853,8,5480,189335,189335,[TikTok](https://www.tiktok.com/@annaconnellyiscool)
Alex Cascio,Left-Leaning,22,42649,3169,30,1422,316002,316002,[TikTok](https://www.tiktok.com/@casalmon)
Trae Crowder,Left-Leaning,-108,42516,-103662,6,7086,189175,189175,[TikTok](https://tiktok.com/@traecrowder)
Black Tea News,Right-Leaning,22,42488,3443,40,1062,393380,393380,[TikTok](https://www.tiktok.com/@blackteanews)
Brian Entin,Neutral,-91,42432,-78883,15,2829,690366,690366,[TikTok](https://www.tiktok.com/@brianentin)
Isaias Hernandez,Left-Leaning,319,41212,40450,22,1873,200426,200426,[TikTok](https://www.tiktok.com/@queerbrownvegan)
Casey Mama Sissie,Left-Leaning,-59,40812,-52051,35,1166,188095,188095,[TikTok](https://tiktok.com/@mamasissiesays)
Monte Mader,Left-Leaning,-72,40787,-59751,23,1773,175304,175304,[TikTok](https://www.tiktok.com/@montemader)
Damani Bryant Felder,Right-Leaning,-206,40648,-234452,8,5081,280035,280035,[TikTok](https://www.tiktok.com/@thedamanifelder)
Tono Latino - Sylvia Salazar,Left-Leaning,17,40185,2595,37,1086,345687,345687,[TikTok](https://tiktok.com/@tono.latino)
Sarah McBride,Left-Leaning,-212,39936,-249152,10,3994,204790,204790,[TikTok](https://www.tiktok.com/@sarahemcbride)
Distill Social,Left-Leaning,90,39855,22286,40,996,258483,258483,[TikTok](https://www.tiktok.com/@distillsocial)
sabrina.sustainable.life,Left-Leaning,218,39495,35645,30,1316,319291,319291,[TikTok](https://tiktok.com/@sabrina.sustainable.life)
Victor Nieves,Right-Leaning,54,39124,12417,10,3912,201009,201009,[TikTok](https://www.tiktok.com/@notvictornieves)
Tiffany Fanae Butler,Right-Leaning,88,38707,21677,13,2977,127953,127953,[TikTok](https://www.tiktok.com/@thatsme_tiffany)
Sunrise Movement,Left-Leaning,163,38615,30648,19,2032,308557,308557,[TikTok](https://tiktok.com/@sunrisemvmt)
Cynthia Nixon,Left-Leaning,133,38606,27738,3,12869,306100,306100,[TikTok](https://www.tiktok.com/@cynthianixon)
Stacey Abrams,Left-Leaning,-185,38238,-184566,6,6373,185039,185039,[TikTok](https://tiktok.com/@staceyabrams)
Dylan Blaha,Left-Leaning,-358,38073,-1218542,24,1586,181369,181369,[TikTok](https://www.tiktok.com/@dylanblahaforcongress)
Curly,Right-Leaning,-51,37760,-34811,31,1218,372239,372239,[TikTok](https://www.tiktok.com/@curlyangel0)
Chicks On The Right,Right-Leaning,35,37689,8247,60,628,407023,407023,[TikTok](https://tiktok.com/@chicksonright)
Elizabeth Warren,Left-Leaning,-42,37128,-29064,9,4125,259738,259738,[TikTok](https://www.tiktok.com/@elizabethwarren)
Kylie Brewer,Left-Leaning,,36610,,4,9153,226668,226668,[TikTok](https://www.tiktok.com/@kylie.brewer)
Indivisible,Left-Leaning,228,35800,32965,12,2983,192610,192610,[TikTok](https://www.tiktok.com/@indivisibleguide)
Rantz,Left-Leaning,187,35582,29997,31,1148,162322,162322,[TikTok](https://www.tiktok.com/@_rxntz_)
Paola Ramos,Left-Leaning,-34,35412,-21585,5,7082,178700,178700,[TikTok](https://www.tiktok.com/@pa0ram0s)
Dem AGs,Left-Leaning,131,35200,25483,43,819,257968,257968,[TikTok](https://www.tiktok.com/@demattorneysgeneral)
Sam Schmir,Left-Leaning,339,34985,34764,3,11662,303231,303231,[TikTok](https://www.tiktok.com/@meatball)
The JAAM,Left-Leaning,-212,34710,-209366,5,6942,136643,136643,[TikTok](https://www.tiktok.com/@jwilliamj)
Wes Moore,Left-Leaning,-26,34329,-16552,11,3121,233176,233176,[TikTok](https://www.tiktok.com/@team.wes)
Brad Polumbo,Right-Leaning,160,34000,27253,11,3091,441726,441726,[TikTok](https://www.tiktok.com/@bradpolumbo0)
Ed Markey,Left-Leaning,-87,33432,-62493,31,1078,356904,356904,"[TikTok](https://www.tiktok.com/@senmarkey), [TikTok](https://tiktok.com/@ed_markey)"
Kaivan Shroff,Left-Leaning,-89,33084,-63308,49,675,259021,259021,[TikTok](https://www.tiktok.com/@kaivanshroff)
Roxinrealtime,Right-Leaning,-27,32857,-17059,31,1060,232885,232885,[TikTok](https://www.tiktok.com/@roxannewfhm)
Hangovergang,Right-Leaning,-34,32769,-18818,2,16385,196428,196428,[TikTok](https://www.tiktok.com/@hangovergang)
Andrew Cuomo,Left-Leaning,250,32579,30844,29,1123,908540,908540,[TikTok](https://www.tiktok.com/@cuomo4mayor)
WDSU News New Orleans,Neutral,201,32342,28721,51,634,1064367,1064367,[TikTok](https://www.tiktok.com/@wdsu6)
Reecie Colbert,Left-Leaning,63,32042,13946,19,1686,197089,197089,[TikTok](https://tiktok.com/@reeciecolbert)
Gutfeld!,Right-Leaning,80,30956,16357,16,1935,443691,443691,[TikTok](https://www.tiktok.com/@gutfeldfox)
The Sacramento Bee,Neutral,-79,29693,-47261,12,2474,341678,341678,[TikTok](https://www.tiktok.com/@sacramentobee)
Oversight Dems,Left-Leaning,,29612,,10,2961,87157,87157,[TikTok](https://www.tiktok.com/@oversightdems)
Kali Fontanilla,Right-Leaning,-110,29432,-74571,45,654,204808,204808,[TikTok](https://tiktok.com/@kaliwillnotbecensored)
Climate Defiance,Left-Leaning,223,29333,26862,8,3667,171058,171058,[TikTok](https://www.tiktok.com/@climatedefiance)
Robert Garcia,Left-Leaning,39,29223,7365,6,4871,109089,109089,[TikTok](https://tiktok.com/@robertgarcia)
Charles Booker,Left-Leaning,,29059,,14,2076,447679,447679,[TikTok](https://tiktok.com/@booker4ky)
Cody Dahler,Left-Leaning,-170,28272,-133894,1,28272,219078,219078,[TikTok](https://www.tiktok.com/@mrcodydahler)
Jacob Frey,Left-Leaning,-182,28237,-148706,7,4034,606823,606823,[TikTok](https://www.tiktok.com/@jacobfreympls)
Iowa Starting Line,Left-Leaning,108,27852,18038,58,480,231546,231546,[TikTok](https://www.tiktok.com/@iowastartingline?)
